latitude,longitude,spp_richness,N_dep_kghayr,precip_mm,temp_C_ave,pH,CL_kghayr_lower,CL_kghayr_upper,CL_kghayr,EX_kghayr,two_class_veg,NVC_1_name,NVC_2_name,NVC_Alliance,proj_orig
49,-115.4,4,3.48,1092.07,2.29,6.5,14.67,17.47,15.91,-12.43,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
49,-115.4,4,3.48,1088.75,2.15,6.5,14.67,17.47,15.91,-12.43,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.9,18,2.84,803.13,5.61,6.5,8.75,9.17,8.95,-6.1,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
49,-115.7,7,2.59,691.54,3.82,6.5,14.67,17.47,15.91,-13.33,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.8,15,3.03,770.55,4.58,6.5,14.67,17.47,15.91,-12.88,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,16,3.36,1031.55,5.07,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.9,1,3.01,877.03,4.91,6.5,14.67,17.47,15.91,-12.91,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.7,-115.7,10,3.68,1276.1,3.14,6.5,14.67,17.47,15.91,-12.24,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.7,5,3.68,1268.12,3.35,6.5,14.67,17.47,15.91,-12.24,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.8,14,3.68,1250.75,2.7,6.5,14.67,17.47,15.91,-12.24,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.6,-115.8,15,3.11,864.97,5.64,6.5,14.67,17.47,15.91,-12.8,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,10,3.85,901.98,5.38,6.5,14.67,17.47,15.91,-12.07,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
48.8,-115.8,5,3.32,1146.09,3.16,6.5,14.67,17.47,15.91,-12.59,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.8,7,2.76,776.41,5.19,6.5,14.67,17.47,15.91,-13.15,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.8,-115.8,13,2.72,689.92,5.19,6.5,14.67,17.47,15.91,-13.19,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,6,3.11,997.18,4.77,6.5,14.67,17.47,15.91,-12.8,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,5,3.36,1145.66,3.51,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,9,3.36,1042.69,4.84,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,7,3.68,1196.35,3.74,6.5,9.26,10.38,9.81,-6.13,open_canopy,Herbaceous Vegetation,Perennial forb vegetation,Xerophyllum tenax Herbaceous Alliance,PNW
49,-115.4,5,3.39,1103.72,2.21,6.5,14.67,17.47,15.91,-12.53,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.9,11,2.98,834.41,6.17,6.5,14.67,17.47,15.91,-12.93,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.4,7,3.03,809.14,4.35,6.5,14.67,17.47,15.91,-12.88,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,3,3.32,1097.52,4.23,6.5,14.67,17.47,15.91,-12.59,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-115.9,8,3.24,1138.5,3.24,6.5,14.67,17.47,15.91,-12.67,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.8,15,3.39,1062.91,4.17,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.8,-115.8,5,3.39,1082.08,4.28,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.7,17,2.58,734.74,4.63,6.5,14.67,17.47,15.91,-13.33,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,8,2.76,696.7,5.63,6.5,8.56,8.97,8.75,-5.99,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
48.9,-115.8,11,2.61,671.62,4.96,6.5,14.67,17.47,15.91,-13.3,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.6,-115.7,17,3.15,911.05,4.71,6.5,8.93,9.52,9.21,-6.06,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
49,-115.9,1,3.56,1094.1,2.58,6.5,14.67,17.47,15.91,-12.36,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.4,2,3.03,829.1,3.26,6.5,14.67,17.47,15.91,-12.88,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.8,7,3.11,1018.86,5.05,6.5,14.67,17.47,15.91,-12.8,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.7,5,2.57,672.81,4.32,6.5,14.67,17.47,15.91,-13.34,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.9,-115.7,9,2.72,749.8,4.88,6.5,8.69,9.13,8.9,-6.18,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.9,-115.7,3,2.58,771.06,4.25,6.5,14.67,17.47,15.91,-13.33,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.9,-115.7,6,2.5,733.71,4.46,6.5,14.67,17.47,15.91,-13.42,closed_canopy,Forest,Evergreen forest,Abies grandis Forest Alliance,PNW
48.8,-115.8,7,3.39,1119.79,3.49,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.8,9,3.39,1119.79,3.49,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.7,-115.7,2,3.85,1167.62,3.66,6.5,9.24,10.31,9.76,-5.92,open_canopy,Herbaceous Vegetation,Perennial forb vegetation,Xerophyllum tenax Herbaceous Alliance,PNW
48.9,-115.8,5,3.03,834.99,4.19,6.5,14.67,17.47,15.91,-12.88,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,5,3.36,1145.66,3.51,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.7,-115.8,18,3.68,1268.4,3.08,6.5,14.67,17.47,15.91,-12.24,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
49,-115.4,6,3.39,1019.18,2.88,6.5,14.67,17.47,15.91,-12.53,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.8,13,3.68,1212.56,3.9,6.5,14.67,17.47,15.91,-12.24,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.7,-115.8,7,3.36,1185.3,4.01,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.9,-115.9,13,3.34,929.4,4.04,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-115.9,14,3.34,929.4,4.04,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.8,-115.8,6,3.39,1104.57,4.21,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,10,3.26,1083.32,3.98,6.5,14.67,17.47,15.91,-12.66,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.7,-115.8,16,2.91,939.54,5.24,6.5,8.95,9.53,9.23,-6.31,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.7,-115.8,12,2.91,938.83,5.31,6.5,14.67,17.47,15.91,-13,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,6,3.26,985.03,4.25,6.5,14.67,17.47,15.91,-12.66,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.8,-115.8,10,3.26,1083.32,3.98,6.5,9.15,10.05,9.58,-6.33,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
48.8,-115.8,8,2.76,921.63,4.68,6.5,14.67,17.47,15.91,-13.15,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
48.8,-115.9,13,3.06,827.1,5.6,6.5,14.67,17.47,15.91,-12.86,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.8,11,2.68,816.43,3.69,6.5,14.67,17.47,15.91,-13.23,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-115.8,8,2.55,691.15,4.2,6.5,14.67,17.47,15.91,-13.36,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
48.8,-115.8,7,2.9,869.84,5.19,6.5,14.67,17.47,15.91,-13.02,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.8,-115.9,12,3.06,827.1,5.6,6.5,14.67,17.47,15.91,-12.86,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.9,12,3.32,1059.84,4.81,6.5,14.67,17.47,15.91,-12.59,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.9,6,3.06,836.06,5.62,6.5,14.67,17.47,15.91,-12.86,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.7,7,2.58,778.91,4.44,6.5,8.76,9.24,8.99,-6.4,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
49,-115.7,8,2.68,788.65,4.06,6.5,14.67,17.47,15.91,-13.23,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
48.9,-115.8,7,3.37,693.53,4.54,6.5,14.67,17.47,15.91,-12.54,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.8,17,3.03,834.99,4.19,6.5,14.67,17.47,15.91,-12.88,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.8,-115.8,10,2.76,701.66,4.88,6.5,14.67,17.47,15.91,-13.15,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.9,-115.8,4,2.68,763.38,3.78,6.5,8.76,9.28,9.01,-6.33,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
48.9,-115.9,11,3.48,1009.07,3.16,6.5,14.67,17.47,15.91,-12.43,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.7,7,3.34,1075.98,4.15,6.5,14.67,17.47,15.91,-12.57,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
48.7,-115.9,7,2.98,862.69,5.57,6.5,14.67,17.47,15.91,-12.93,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.9,10,3.01,866.63,5.3,6.5,14.67,17.47,15.91,-12.91,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
49,-115.8,4,2.77,738.59,3.51,6.5,14.67,17.47,15.91,-13.14,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-115.9,7,3.34,1094.95,2.35,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.6,14,3.51,1114.56,3.77,6.5,14.67,17.47,15.91,-12.41,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.6,9,3.39,1061.78,3.79,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.8,11,2.91,942.8,5.27,6.5,14.67,17.47,15.91,-13,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,10,3.68,1254.67,2.88,6.5,14.67,17.47,15.91,-12.24,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.8,8,3.39,970.04,4.76,6.5,9,9.66,9.32,-5.93,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
48.8,-115.8,6,2.9,921.29,4.58,6.5,8.95,9.56,9.24,-6.34,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.9,-115.8,9,3.37,707.31,3.81,6.5,14.67,17.47,15.91,-12.54,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.9,-115.8,12,2.68,844.17,3.35,6.5,8.89,9.52,9.19,-6.51,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
49,-115.4,6,3.48,1117.32,2.18,6.5,14.67,17.47,15.91,-12.43,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
49,-115.7,10,2.63,627.11,4.56,6.5,14.67,17.47,15.91,-13.28,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.4,3,3.62,1089.28,2.73,6.5,14.67,17.47,15.91,-12.29,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-115.8,10,3.37,811.85,4.09,6.5,14.67,17.47,15.91,-12.54,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
48.8,-115.9,12,3.32,1020.33,4.11,6.5,9.08,9.87,9.46,-6.14,open_canopy,Shrubland,Deciduous shrubland,Amelanchier alnifolia Shrubland Alliance,PNW
48.9,-115.7,9,2.59,645.03,4.59,6.5,14.67,17.47,15.91,-13.33,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.7,8,2.57,722.25,4.02,6.5,14.67,17.47,15.91,-13.34,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.8,9,3.11,972.68,5.25,6.5,14.67,17.47,15.91,-12.8,closed_canopy,Forest,Evergreen forest,Abies grandis Forest Alliance,PNW
49,-115.8,8,2.84,751.36,3.58,6.5,8.75,9.28,9,-6.16,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.9,-115.3,6,2.8,929.22,3.39,6.5,14.67,17.47,15.91,-13.12,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.5,3,3.82,1352.24,2.78,6.5,14.67,17.47,15.91,-12.09,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.7,-115.8,4,3.36,1031.55,5.07,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.9,7,3.13,780.58,5.25,6.5,14.67,17.47,15.91,-12.79,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,4,3.68,1250.75,2.7,6.5,9.35,10.65,9.99,-6.31,open_canopy,Herbaceous Vegetation,Perennial forb vegetation,Xerophyllum tenax Herbaceous Alliance,PNW
48.7,-115.8,3,3.68,1250.75,2.7,6.5,9.35,10.65,9.99,-6.31,open_canopy,Herbaceous Vegetation,Perennial forb vegetation,Xerophyllum tenax Herbaceous Alliance,PNW
48.9,-115.9,16,3.34,880.67,4.05,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.9,12,3.01,866.63,5.3,6.5,14.67,17.47,15.91,-12.91,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.8,-115.8,12,2.76,776.41,5.19,6.5,14.67,17.47,15.91,-13.15,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.8,-115.9,14,3.01,822.58,5.89,6.5,14.67,17.47,15.91,-12.91,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.9,-115.7,3,2.5,706.25,4.47,6.5,14.67,17.47,15.91,-13.42,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.9,-115.8,6,2.54,757.02,4.04,6.5,14.67,17.47,15.91,-13.37,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,12,3.11,972.39,5.07,6.5,8.99,9.63,9.3,-6.19,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
48.8,-115.8,6,3.32,1112.93,3.94,6.5,14.67,17.47,15.91,-12.59,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,7,3.32,1112.93,3.94,6.5,14.67,17.47,15.91,-12.59,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
49,-115.8,5,2.84,693.3,4.48,6.5,8.61,9.06,8.83,-5.99,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.8,-115.8,12,3.26,960.64,4.77,6.5,14.67,17.47,15.91,-12.66,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
49,-115.8,6,2.77,764.66,3.38,6.5,14.67,17.47,15.91,-13.14,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
48.8,-115.9,8,3.13,780.58,5.25,6.5,14.67,17.47,15.91,-12.79,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,5,2.76,677.82,5.55,6.5,14.67,17.47,15.91,-13.15,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.9,-115.9,5,3.34,1031.9,3,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,11,3.36,1173.46,3.3,6.5,9.25,10.37,9.8,-6.45,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
49,-115.9,7,3.56,1158.04,1.85,6.5,14.67,17.47,15.91,-12.36,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.8,12,3.67,1159.92,3.94,6.5,14.67,17.47,15.91,-12.25,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.7,-115.6,8,3.39,1018.25,4.17,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.6,9,3.39,1018.25,4.17,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,1,3.39,1152.7,3.5,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-116,13,3.55,1018.66,3.41,6.5,14.67,17.47,15.91,-12.37,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.9,-115.9,9,3.34,871.48,4.04,6.5,8.91,9.5,9.19,-5.85,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.7,-115.8,9,3.11,986.31,5.07,6.5,14.67,17.47,15.91,-12.8,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.8,8,2.68,847.54,3.58,6.5,14.67,17.47,15.91,-13.23,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
48.8,-115.9,7,3.13,780.58,5.25,6.5,14.67,17.47,15.91,-12.79,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,4,3.68,1250.75,2.7,6.5,9.35,10.65,9.99,-6.31,open_canopy,Herbaceous Vegetation,Perennial forb vegetation,Xerophyllum tenax Herbaceous Alliance,PNW
48.7,-115.8,3,3.68,1250.75,2.7,6.5,9.35,10.65,9.99,-6.31,open_canopy,Herbaceous Vegetation,Perennial forb vegetation,Xerophyllum tenax Herbaceous Alliance,PNW
48.9,-115.9,16,3.34,880.67,4.05,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.9,12,3.01,866.63,5.3,6.5,14.67,17.47,15.91,-12.91,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.8,-115.8,12,2.76,776.41,5.19,6.5,14.67,17.47,15.91,-13.15,closed_canopy,Forest,Deciduous forest,Larix occidentalis Forest Alliance,PNW
48.8,-115.9,14,3.01,822.58,5.89,6.5,14.67,17.47,15.91,-12.91,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.9,-115.7,3,2.5,706.25,4.47,6.5,14.67,17.47,15.91,-13.42,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.9,-115.8,6,2.54,757.02,4.04,6.5,14.67,17.47,15.91,-13.37,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,12,3.11,972.39,5.07,6.5,8.99,9.63,9.3,-6.19,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
48.8,-115.8,7,3.32,1112.93,3.94,6.5,14.67,17.47,15.91,-12.59,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
49,-115.8,5,2.84,693.3,4.48,6.5,8.61,9.06,8.83,-5.99,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.8,-115.8,12,3.26,960.64,4.77,6.5,14.67,17.47,15.91,-12.66,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
49,-115.8,6,2.77,764.66,3.38,6.5,14.67,17.47,15.91,-13.14,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
48.8,-115.9,8,3.13,780.58,5.25,6.5,14.67,17.47,15.91,-12.79,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.9,5,3.34,1031.9,3,6.5,14.67,17.47,15.91,-12.58,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.8,11,3.36,1173.46,3.3,6.5,9.25,10.37,9.8,-6.45,open_canopy,Shrubland,Mixed evergreen-deciduous shrubland,Abies lasiocarpa - Acer glabrum Shrubland Alliance,PNW
49,-115.9,7,3.56,1158.04,1.85,6.5,14.67,17.47,15.91,-12.36,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.8,-115.8,12,3.67,1159.92,3.94,6.5,14.67,17.47,15.91,-12.25,closed_canopy,Forest,Evergreen forest,Tsuga heterophylla Forest Alliance,PNW
48.7,-115.6,8,3.39,1018.25,4.17,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.7,-115.6,9,3.39,1018.25,4.17,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.8,-115.8,1,3.39,1152.7,3.5,6.5,14.67,17.47,15.91,-12.52,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.9,-116,13,3.55,1018.66,3.41,6.5,14.67,17.47,15.91,-12.37,closed_canopy,Forest,Evergreen forest,Picea engelmannii Forest Alliance,PNW
48.9,-115.9,9,3.34,871.48,4.04,6.5,8.91,9.5,9.19,-5.85,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
48.7,-115.8,9,3.11,986.31,5.07,6.5,14.67,17.47,15.91,-12.8,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.9,-115.8,8,2.68,847.54,3.58,6.5,14.67,17.47,15.91,-13.23,closed_canopy,Forest,Evergreen forest,Pinus monticola Forest Alliance,PNW
48.9,-115.8,4,3.37,755.15,3.88,6.5,14.67,17.47,15.91,-12.54,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
48.5,-115.7,3,3.57,1272.25,3.01,6.5,14.67,17.47,15.91,-12.34,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.5,-115.7,3,3.57,1272.25,3.01,6.5,14.67,17.47,15.91,-12.34,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.5,-115.7,7,3.57,1345.23,2.02,6.5,14.67,17.47,15.91,-12.34,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.6,-115.7,11,3.35,953.57,4.33,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.5,-115.7,3,3.57,1272.25,3.01,6.5,14.67,17.47,15.91,-12.34,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.5,-115.7,7,3.57,1345.23,2.02,6.5,14.67,17.47,15.91,-12.34,closed_canopy,Forest,Evergreen forest,Abies lasiocarpa - Picea engelmannii Forest Alliance,PNW
48.6,-115.7,11,3.35,953.57,4.33,6.5,14.67,17.47,15.91,-12.56,closed_canopy,Forest,Evergreen forest,Thuja plicata Forest Alliance,PNW
48.8,-115.9,7,3.13,944.55,4.26,6.5,14.67,17.47,15.91,-12.79,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
47.4,-112.7,12,2.77,536.32,3.96,6.7,8.41,8.96,8.67,-5.89,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
