latitude,longitude,spp_richness,N_dep_kghayr,precip_mm,temp_C_ave,pH,CL_kghayr_lower,CL_kghayr_upper,CL_kghayr,EX_kghayr,two_class_veg,NVC_1_name,NVC_2_name,NVC_Alliance,proj_orig
35.4,-80.1,12,10.51,1160.28,15.92,5,11.98,13.46,12.66,-2.15,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.4,-80.1,2,10.59,1164.13,15.71,5.5,12.9,14.77,13.74,-3.15,closed_canopy,Forest,Deciduous forest,"Quercus alba - Quercus (falcata, stellata) Forest Alliance",CVS
35.4,-80.1,14,10.59,1164.13,15.71,5.8,7.98,9.09,8.53,2.06,open_canopy,Woodland,Deciduous woodland,Quercus stellata - Quercus marilandica Woodland Alliance,CVS
35.4,-80.1,10,11.5,1169.24,15.61,5.5,12.9,14.77,13.74,-2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,2,11.5,1169.24,15.61,5.5,12.9,14.77,13.74,-2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80,40,11.46,1158.92,15.95,5.5,12.9,14.77,13.74,-2.28,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.5,-79.9,13,11.25,1163.49,15.42,5.5,12.9,14.77,13.74,-2.49,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.3,-79.9,11,10.61,1153.52,15.89,5.5,12.9,14.77,13.74,-3.13,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.3,-79.9,1,10.61,1154.44,15.89,5.6,13.08,15.04,13.96,-3.35,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,20,11.5,1169.24,15.61,5.5,12.9,14.77,13.74,-2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.5,-80,6,11.26,1160.55,15.57,5.5,12.9,14.77,13.74,-2.48,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,8,11.44,1163.66,15.61,5,11.98,13.46,12.66,-1.22,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80,16,11.43,1159.27,16,4.9,11.79,13.2,12.44,-1.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,36,11.47,1166.69,15.56,5.9,13.62,15.83,14.61,-3.14,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,5,11.5,1168.58,15.64,5.5,12.9,14.77,13.74,-2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,13,11.5,1171.21,15.87,5.5,12.9,14.77,13.74,-2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,18,11.5,1171.21,15.87,5.5,12.9,14.77,13.74,-2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80,28,11.44,1157.82,15.86,5.9,13.62,15.83,14.61,-3.17,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.5,-80.3,1,11.36,1150.45,15.34,4.5,7.32,8.5,7.91,3.45,open_canopy,Woodland,Deciduous woodland,Quercus stellata - Quercus marilandica Woodland Alliance,CVS
35.5,-79.8,22,11.13,1167.37,15.42,5.5,12.9,14.77,13.74,-2.61,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80,17,10.95,1156.99,15.99,4.9,11.79,13.2,12.44,-1.49,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.4,-80.1,6,11.44,1164.75,15.74,5.9,13.62,15.83,14.61,-3.17,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.3,-80,3,10.66,1152.24,15.69,5.5,12.9,14.77,13.74,-3.08,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.3,-80,6,10.66,1152.24,15.69,5.5,12.9,14.77,13.74,-3.08,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.5,-80.3,10,11.36,1151.73,15.35,5,11.98,13.46,12.66,-1.3,closed_canopy,Forest,Deciduous forest,"Quercus alba - Quercus (falcata, stellata) Forest Alliance",CVS
35.2,-79.8,29,10.56,1162.92,16.04,5.5,12.9,14.77,13.74,-3.18,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-82.1,20,12.05,1435.71,8.15,4.8,11.6,12.95,12.22,-0.17,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-82.1,6,12.05,1435.71,8.15,4.8,11.6,12.95,12.22,-0.17,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-82.1,8,12.05,1454.33,7.8,4.5,10.99,12.22,11.57,0.48,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
35.9,-81.9,10,10.58,1321.07,11.96,4.8,11.6,12.95,12.22,-1.64,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.8,-82.2,4,10.9,1366.34,10.97,4.8,11.6,12.95,12.22,-1.32,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.9,-81.7,2,9.83,1327.31,13.09,4.8,11.6,12.95,12.22,-2.39,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-81.7,6,9.83,1309.46,13.79,4.8,11.6,12.95,12.22,-2.39,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
36.1,-81.8,7,12.22,1558.96,8.78,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-82.1,8,12.05,1454.33,7.8,4.5,10.99,12.22,11.57,0.48,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
33.2,-81.8,9,8.71,1157.45,17.73,5.3,12.54,14.24,13.31,-4.6,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
33.2,-81.8,6,8.71,1157.45,17.73,5.3,12.54,14.24,13.31,-4.6,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
36.1,-82.1,3,12.05,1442.46,8.04,4.5,10.99,12.22,11.57,0.48,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
33.9,-82.4,8,8.59,1145.59,16.53,5.5,12.9,14.77,13.74,-5.15,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.7,-82.2,23,8.98,1137.9,17.35,5.3,12.54,14.24,13.31,-4.33,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.9,-82.5,41,8.9,1143.98,16.44,5.5,12.9,14.77,13.74,-4.84,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.2,-82.3,33,9.44,1138.41,16.26,5.8,13.44,15.57,14.39,-4.96,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34,-82.1,8,8.82,1154.12,16.84,5.5,12.9,14.77,13.74,-4.93,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
33.3,-81.5,10,8.48,1161.73,17.88,5,7.3,8.67,7.98,0.5,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
33.3,-81.5,6,8.48,1161.73,17.88,5.5,7.55,8.89,8.22,0.26,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
33.7,-82.2,17,8.98,1137.9,17.35,4.6,11.2,12.46,11.79,-2.81,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.7,-82.2,19,8.98,1137.9,17.35,5,11.98,13.46,12.66,-3.68,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-81.8,16,12.22,1504.73,9.16,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
33.6,-81.8,2,10.73,1159.48,17.69,5.3,7.47,8.81,8.14,2.59,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
33.7,-82.2,20,9,1134.04,17.42,5.3,12.54,14.24,13.31,-4.3,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.7,-82.2,25,9,1134.04,17.42,5.5,12.9,14.77,13.74,-4.74,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.8,-81.2,8,9.83,1149.47,17.08,5.5,7.63,8.89,8.26,1.57,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
33.8,-81.2,8,9.83,1150.06,17.08,5.5,7.63,8.89,8.26,1.57,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
33.7,-82.2,25,9,1134.04,17.42,5.5,12.9,14.77,13.74,-4.74,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.4,18,8.99,1146.57,16.36,5.5,12.9,14.77,13.74,-4.75,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.4,30,8.99,1146.57,16.36,5.5,12.9,14.77,13.74,-4.75,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34,-82,38,8.99,1156.99,16.91,5.8,13.44,15.57,14.39,-5.41,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.6,-81.8,3,10.47,1160.92,17.66,5.3,7.48,8.81,8.14,2.33,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
33.6,-81.8,1,10.4,1158.61,17.8,6.2,7.91,9.21,8.56,1.84,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
33.8,-82.3,10,9.72,1144.8,17.12,5.5,12.9,14.77,13.74,-4.02,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
33.8,-82.3,10,8.42,1146.02,17.1,5.5,12.9,14.77,13.74,-5.32,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.8,-82.2,26,8.96,1147.74,17.35,5.8,13.44,15.57,14.39,-5.44,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-81.8,3,12.22,1476.31,9.83,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
34.2,-82.3,20,9.44,1136.36,16.29,5.5,12.9,14.77,13.74,-4.31,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.2,-82.3,11,9.44,1137.4,16.24,5.5,12.9,14.77,13.74,-4.31,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.4,3,8.98,1147,16.36,5.5,12.9,14.77,13.74,-4.76,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.4,3,8.98,1147,16.36,5.5,12.9,14.77,13.74,-4.76,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.7,-82,28,9.08,1149.72,17.53,5.8,13.44,15.57,14.39,-5.31,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.3,-81.6,5,9.28,1159.73,18.04,5.3,12.54,14.24,13.31,-4.02,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.1,-81.7,10,8.15,1161.45,17.86,4,9.89,11.08,10.48,-2.33,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-81.8,12,12.22,1547.73,8.91,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Evergreen forest,Pinus strobus Forest Alliance,CVS
33.3,-81.6,5,8.44,1161.57,17.97,5.5,7.54,8.89,8.21,0.23,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
33.2,-81.8,9,8.72,1157.5,17.75,5.3,12.54,14.24,13.31,-4.59,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.2,-81.8,5,8.72,1157.5,17.75,5.3,12.54,14.24,13.31,-4.59,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.7,-82.2,14,9,1134.04,17.42,5.5,12.9,14.77,13.74,-4.74,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.7,-82.2,22,9,1134.04,17.42,5.5,12.9,14.77,13.74,-4.74,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.4,34,8.99,1146.94,16.28,5.5,12.9,14.77,13.74,-4.76,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.4,40,8.98,1146.49,16.37,5.5,12.9,14.77,13.74,-4.76,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
34.1,-82.3,23,8.99,1144.3,16.42,5.5,12.9,14.77,13.74,-4.75,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
33.3,-81.6,12,9.28,1159.73,18.04,4.6,11.2,12.46,11.79,-2.5,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-81.8,2,12.2,1424.74,10.45,4.5,10.99,12.22,11.57,0.63,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
33.9,-81.2,2,9.81,1148.19,17.43,5.5,12.9,14.77,13.74,-3.94,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
33.8,-81.2,8,9.83,1149.14,17.13,5.5,12.9,14.77,13.74,-3.91,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.4,-78.9,15,11.64,1123.24,15.99,5.3,12.54,14.24,13.31,-1.66,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.7,-78.8,21,13.72,1183.91,15.49,5,11.98,13.46,12.66,1.06,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-79,8,13.9,1166.4,15.07,5,11.98,13.46,12.66,1.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-79,5,13.9,1166.4,15.07,5,11.98,13.46,12.66,1.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,15,12.22,1553.61,9.19,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36,-79.1,31,11.64,1180.67,15.17,6.2,14.15,16.65,15.26,-3.62,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-79,4,11.82,1182.92,15.26,5.1,12.17,13.71,12.87,-1.05,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-79,6,11.82,1182.92,15.26,5.1,12.17,13.71,12.87,-1.05,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36,-78.6,12,12.51,1135.54,15.06,5.5,7.86,8.91,8.38,4.13,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.7,-78.8,21,13.72,1183.91,15.49,5,11.98,13.46,12.66,1.06,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-79,2,13.9,1166.4,15.07,5.9,13.62,15.83,14.61,-0.71,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.2,-78.8,16,11.7,1153.37,14.63,5.8,13.44,15.57,14.39,-2.7,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-82.1,19,11.84,1402.71,9.36,4.8,11.6,12.95,12.22,-0.38,closed_canopy,Forest,Evergreen forest,Pinus strobus Forest Alliance,CVS
35.7,-78.2,6,12.08,1176.48,15.73,5.5,12.9,14.77,13.74,-1.66,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.2,-78.7,46,10.87,1149.95,14.88,5.5,12.9,14.77,13.74,-2.87,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.2,-78.7,8,10.95,1157.03,14.71,6.2,14.15,16.65,15.26,-4.31,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
36.1,-82.1,14,11.84,1437.48,8.21,4.8,11.6,12.95,12.22,-0.38,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-79,11,12.45,1168.36,15.12,6,8.16,9.21,8.68,3.77,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
36,-79,15,12.45,1169.9,15.14,6,8.16,9.21,8.68,3.77,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.8,-79.1,2,11.82,1181.22,15.3,5.1,12.17,13.71,12.87,-1.05,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.8,-79.1,22,11.82,1180.65,15.29,5.1,12.17,13.71,12.87,-1.05,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-78.9,44,11.45,1149.93,14.89,5.3,12.54,14.24,13.31,-1.86,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.5,-78.9,26,11.23,1154.59,15.78,5.3,12.54,14.24,13.31,-2.08,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-82.1,12,12.05,1434.89,8.17,4.8,11.6,12.95,12.22,-0.17,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.7,-78.8,8,13.68,1182.76,15.43,5.5,12.9,14.77,13.74,-0.07,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.7,-78.8,6,13.72,1182.76,15.43,4.7,11.4,12.69,12,1.71,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.2,-78.9,1,11,1140.86,14.9,5,11.98,13.46,12.66,-1.65,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.6,-79.2,4,11.11,1182.34,15.31,4.9,11.79,13.2,12.44,-1.33,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.6,-79.2,1,11.11,1182.59,15.29,5.5,12.9,14.77,13.74,-2.63,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
36.1,-78.8,14,11.7,1152,14.61,6.2,14.15,16.65,15.26,-3.57,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.6,-79.1,16,11.11,1184.84,15.26,5,11.98,13.46,12.66,-1.55,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
36.1,-81.8,16,12.22,1473.68,9.86,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-79.2,1,11.3,1180.86,15.08,6,13.79,16.11,14.83,-3.53,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-79.2,6,11.3,1180.86,15.08,4.9,11.79,13.2,12.44,-1.14,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-78.8,18,11.48,1150.04,14.66,5.8,13.44,15.57,14.39,-2.92,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.6,-79.2,13,11.11,1182.34,15.31,5.5,12.9,14.77,13.74,-2.63,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.8,-79,9,11.81,1174.24,15.27,4.5,10.99,12.22,11.57,0.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.8,-79,4,11.81,1174.24,15.27,4.5,10.99,12.22,11.57,0.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36,-79.1,20,11.64,1178.8,15.19,6,13.79,16.11,14.83,-3.19,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,2,12.22,1473.68,9.86,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-79,6,12.44,1169.27,15.12,6,13.79,16.11,14.83,-2.39,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.8,-79,6,11.81,1174.24,15.27,4.9,11.79,13.2,12.44,-0.63,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,2,12.22,1473.68,9.86,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,5,11.26,1500.59,9.54,4.8,11.6,12.95,12.22,-0.96,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,10,11.26,1519.94,9.13,4.8,11.6,12.95,12.22,-0.96,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
36.1,-82.1,18,12.05,1454.33,7.8,4.6,11.2,12.46,11.79,0.26,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
36.1,-82.1,24,12.05,1454.33,7.8,4.6,11.2,12.46,11.79,0.26,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
36.1,-82.1,24,12.05,1430.55,8.16,4.6,11.2,12.46,11.79,0.26,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
36.1,-82.1,19,11.66,1430.55,8.16,4.6,11.2,12.46,11.79,-0.12,closed_canopy,Forest,Evergreen forest,Picea rubens - Abies balsamea Forest Alliance,CVS
36.1,-81.8,17,12.22,1528.85,9.18,4.8,11.6,12.95,12.22,-0.01,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,24,12.46,1501.26,9.54,4.8,11.6,12.95,12.22,0.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36,-81.8,17,11.56,1431.31,11.15,5.3,12.54,14.24,13.31,-1.74,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36,-81.8,10,11.56,1445.65,11.83,5.3,12.54,14.24,13.31,-1.74,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36,-81.8,22,9.87,1386.3,12.06,5.3,12.54,14.24,13.31,-3.43,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
36.1,-81.8,13,11.26,1475.44,10.11,4.8,11.6,12.95,12.22,-0.96,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
36.1,-81.8,3,11.26,1475.44,10.11,4.5,10.99,12.22,11.57,-0.31,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-81.9,33,10.58,1321.07,11.96,5.3,12.54,14.24,13.31,-2.73,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.9,-81.9,35,10.58,1321.07,11.96,4.8,11.6,12.95,12.22,-1.64,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
33.2,-81.7,7,8.42,1160.37,17.86,5.3,12.54,14.24,13.31,-4.89,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.9,-81.9,26,10.8,1355.93,10.63,5.8,13.44,15.57,14.39,-3.6,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.9,-81.9,36,10.8,1355.93,10.63,5.8,13.44,15.57,14.39,-3.6,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
